random_moves,sa_moves,runtime
22434,20395,49.25674486160278
49554,49552,54.43720602989197
66546,66544,61.40768790245056
68141,68139,62.911158084869385
48102,48100,65.32864809036255
65009,65007,62.34707689285278
14746,14744,59.185104846954346
74025,74023,57.10362005233765
17143,17143,47.5730619430542
4485,4483,49.18091011047363
51349,51349,59.334627866744995
40822,40820,63.05864381790161
35167,35165,54.146458864212036
87181,87179,60.250787019729614
32816,32814,53.619285106658936
79295,79293,56.87233901023865
56440,56438,56.77738809585571
18548,18548,48.807713747024536
99264,99264,59.6150438785553
14459,14459,49.16953110694885
8852,8850,48.66931700706482
26994,26992,48.228689193725586
12878,12876,48.14320421218872
51174,51172,53.67954397201538
7536,7534,47.98311519622803
42090,42090,50.32048487663269
22129,22127,51.95308804512024
10676,10674,50.47740292549133
Not solved,Not solved,N/A
14795,14795,49.99548602104187
Not solved,Not solved,N/A
21057,21055,50.93398070335388
81846,81846,58.62338590621948
51561,51559,52.856452226638794
18963,18963,49.89552688598633
36921,36919,50.100342988967896
78630,78628,55.27457928657532
43415,43413,52.2739372253418
38061,38059,51.3512749671936
Not solved,Not solved,N/A
68452,68450,54.874582052230835
28975,28973,50.33318901062012
56533,50252,52.079992055892944
47662,47662,53.76046395301819
62738,62738,56.040107011795044
11115,11113,50.35855531692505
49847,49847,57.73084592819214
31591,31591,57.99632287025452
68704,68702,55.98109483718872
37369,37369,49.63682723045349
23284,23284,44.26031994819641
78634,78632,48.24768090248108
Not solved,Not solved,N/A
19171,19171,44.501755237579346
50807,50805,47.15351724624634
42188,42186,46.613495111465454
43880,43878,51.813873291015625
50272,50270,49.01867079734802
27797,27797,45.10249400138855
30933,30933,44.75468707084656
66294,66292,47.300832986831665
6308,6306,44.631359815597534
12463,12463,45.94955492019653
18521,18519,47.681116819381714
89748,89746,49.87079095840454
75026,75026,47.178215742111206
Not solved,Not solved,N/A
15616,15614,43.29249620437622
36003,36003,44.7490291595459
35641,35639,43.71100330352783
6950,6950,40.64792609214783
1598,1596,40.936700105667114
70600,70598,47.86214590072632
61473,61471,46.577800989151
35740,35740,43.4499568939209
84619,84617,45.805302143096924
47329,47329,42.71967792510986
39705,39703,42.9052529335022
40780,40778,42.69863820075989
33325,33323,43.195754289627075
28580,28578,43.709290981292725
25436,25434,42.39499020576477
47025,47023,44.06317687034607
18453,18451,41.02828288078308
29561,29561,42.350327014923096
44402,44402,43.02814316749573
15852,15850,42.292139768600464
15683,15683,42.526817083358765
32852,32850,44.64788484573364
66224,66224,45.55631899833679
4772,4772,40.11662197113037
29256,29256,42.26411414146423
3352,3350,40.25845503807068
13003,13001,41.01985836029053
8050,8048,41.087592363357544
18312,18310,42.559898853302
27840,27838,43.096712827682495
61217,61215,44.32577586174011
12230,12228,40.788068771362305
12631,12629,40.93171405792236
